; ANDROID_ID=,209f3385a869c69
; Activities=,0:Unknown,1:Still,2:Tilting,3:Walking,4:Jogging,5:Running,6:Cycling,7:In Vehicle,8:Elevator Up,9:Elevator down,10:Walking Upstairs,11:Walking Downstairs,12:Sleep,13:Walking slow,14:Walking medium,15:Walking fast,16:Walking Uphill,17:Walking downhill,18:Escalator Up,19:Walking up Escalator Up,20:Escalator down,21:Walking down Escalator down
; Orientations=,0:Shirt Pocket,1:Backpack,2:Trousers-Front,3:Trousers-Back,4:Wrist,5:Belt/Hip,6:Hand-Held Flat,7:Neck,8:Handheld Using Phone (Ear),9:Head-Mounted,10:Not Worn,11:Front_pocket_slow,12:Front_pocket_medium,13:Front_pocket_fast,14:Shoulder bag,15:Hand-held reading
; Sensors=,1:Accelerometer,2:Magnetic Field,4:Gyroscope,101:Location,102:Elevation,103:Waypoint,104:Activity Active
5327010486000,15,11,4,-0.01596,-0.05852,-0.00266
5363014667000,15,11,1,-0.64665,0.66581005,10.83977
5327039661000,15,11,4,0.24206,0.27132,-0.04788
5327021258000,15,11,2,-19.1845,-2.0740001,34.892002
5363045276000,15,11,1,-0.89573,0.66581005,9.172851
5327068835000,15,11,4,-0.06916,-0.10374,-0.04522
5327070087000,15,11,2,-17.69,-3.6295002,35.8985
5363075885000,15,11,1,-0.83825004,0.72329,10.054211
5327098010000,15,11,4,-0.1463,-0.17024,-0.0665
5363106494000,15,11,1,-0.66581005,0.53169,10.2458105
5327136951000,15,11,4,0.02128,0.03192,-0.0931
5327118915000,15,11,2,-19.337,-2.989,35.593502
5363137103000,15,11,1,-0.68497,0.43589002,9.785971
5327166125000,15,11,4,-0.04522,-0.04256,-0.08778
5327167743000,15,11,2,-17.8425,-4.087,36.478
5363167743000,15,11,1,-0.64665,0.34009,9.88177
5327195331000,15,11,4,-0.07714,-0.08778,-0.0665
5363198382000,15,11,1,-0.57001,0.32093,10.03505
5327224505000,15,11,4,-0.07182,-0.07714,-0.04522
5327216571000,15,11,2,-17.8425,-3.782,35.1665
5363228992000,15,11,1,-0.60833,0.39757,10.01589
5327253711000,15,11,4,-0.08778,-0.08512,-0.0399
5363259631000,15,11,1,-0.62749004,0.45505002,10.09253
5327265399000,15,11,2,-17.8425,-3.477,36.7525
5363290240000,15,11,1,-0.47421002,0.20597,10.2458105
