; ANDROID_ID=,209f3385a869c69
; Activities=,0:Unknown,1:Still,2:Tilting,3:Walking,4:Jogging,5:Running,6:Cycling,7:In Vehicle,8:Elevator Up,9:Elevator down,10:Walking Upstairs,11:Walking Downstairs,12:Sleep,13:Walking slow,14:Walking medium,15:Walking fast,16:Walking Uphill,17:Walking downhill,18:Escalator Up,19:Walking up Escalator Up,20:Escalator down,21:Walking down Escalator down
; Orientations=,0:Shirt Pocket,1:Backpack,2:Trousers-Front,3:Trousers-Back,4:Wrist,5:Belt/Hip,6:Hand-Held Flat,7:Neck,8:Handheld Using Phone (Ear),9:Head-Mounted,10:Not Worn,11:Front_pocket_slow,12:Front_pocket_medium,13:Front_pocket_fast,14:Shoulder bag,15:Hand-held reading
; Sensors=,1:Accelerometer,2:Magnetic Field,4:Gyroscope,101:Location,102:Elevation,103:Waypoint,104:Activity Active
4339739265000,14,14,4,-0.02394,0.19684,0.04522
4339719978000,14,14,2,10.8275,6.1305,46.116
4375739479000,14,14,1,-3.34821,-1.02985,7.4676104
4339768470000,14,14,4,-0.04522,-0.59584,0.09842
4339768806000,14,14,2,12.3220005,6.9845,46.7565
4375770149000,14,14,1,-4.09545,-1.10649,8.57889
4339797676000,14,14,4,0.34846,-0.64638,-0.0266
4375800819000,14,14,1,-3.50149,-1.2789301,8.559731
4339826881000,14,14,4,0.93632,-0.39368,-0.01064
4339817634000,14,14,2,11.5595,8.5095005,46.7565
4375831489000,14,14,1,-3.2715702,-0.32093,9.05789
4339856086000,14,14,4,1.0773,-0.2394,0.05852
4375862129000,14,14,1,-3.48233,0.30177,9.80513
4339885292000,14,14,4,0.6783,-0.0665,0.01596
4339866432000,14,14,2,13.359,9.211,46.909
4375892799000,14,14,1,-3.44401,0.32093,9.843451
4339924232000,14,14,4,0.24472,-0.08512,-0.07182
4339915291000,14,14,2,13.2065,9.3635,47.397
4375923439000,14,14,1,-3.2715702,0.11017001,9.42193
4339953438000,14,14,4,0.15162,-0.21546,0.0
4375954109000,14,14,1,-3.2332501,0.052690003,9.709331
4339982643000,14,14,4,0.10108,-0.0798,0.00532
4339964119000,14,14,2,13.359,10.4615,45.780502
4375984779000,14,14,1,-3.3673701,0.22513,9.76681
4340011848000,14,14,4,0.0,0.03192,-0.02394
4340012947000,14,14,2,13.969,10.3395,47.397
4376015449000,14,14,1,-3.34821,0.11017001,9.32613
4340041053000,14,14,4,0.0399,0.0133,-0.0266
4376046119000,14,14,1,-3.17577,0.052690003,9.36445
4340070259000,14,14,4,0.05054,0.04256,-0.01596
4340061775000,14,14,2,12.4745,10.8885,46.116
4376076759000,14,14,1,-3.30989,0.14849001,9.15369
4340099464000,14,14,4,0.06118,0.00798,-0.03192
4376107429000,14,14,1,-3.30989,0.18681,9.00041
4340138435000,14,14,4,0.12768,-0.11704,-0.06384
4340110573000,14,14,2,13.359,10.187,46.909
4376138099000,14,14,1,-3.0991302,0.12933001,9.36445
4340167640000,14,14,4,0.0798,-0.07448,-0.04256
4340159431000,14,14,2,14.274,11.3155,44.9875
4376168770000,14,14,1,-2.9841702,0.11017001,9.53689
4340196846000,14,14,4,0.00266,-0.02394,-0.00798
4376199440000,14,14,1,-3.17577,0.14849001,9.34529
4340226051000,14,14,4,0.03724,-0.03724,-0.00798
4340208259000,14,14,2,14.274,12.566,45.323
4376230079000,14,14,1,-3.1182902,0.24429001,9.36445
4340255256000,14,14,4,0.0532,-0.03724,-0.01862
4340257057000,14,14,2,13.6640005,12.2915,45.323
4376260750000,14,14,1,-3.0799701,0.22513,9.40277
4340284462000,14,14,4,-0.00798,-0.02128,-0.00266
4376291420000,14,14,1,-3.2332501,0.28261,9.172851
4340313636000,14,14,4,-0.00532,-0.0266,-0.02394
4340305885000,14,14,2,14.4265,11.163,46.116
4376322059000,14,14,1,-3.21409,0.28261,9.15369
4340352607000,14,14,4,0.02926,-0.07448,-0.05852
4376352729000,14,14,1,-3.02249,0.12933001,9.441091
4340381813000,14,14,4,0.01064,-0.05054,-0.03458
4340354744000,14,14,2,15.0060005,12.993,46.421
4376383400000,14,14,1,-3.06081,0.14849001,9.441091
4340411018000,14,14,4,0.01064,-0.02128,-0.03458
4340403572000,14,14,2,15.311,11.712,45.780502
4376414039000,14,14,1,-3.0991302,0.18681,9.306971
4340440223000,14,14,4,0.04788,-0.02394,-0.0399
4376444709000,14,14,1,-3.04165,0.26345,9.46025
4340469429000,14,14,4,-0.05054,-0.07448,-0.02926
4340452949000,14,14,2,14.274,12.566,45.9635
4376475380000,14,14,1,-3.0799701,0.18681,9.249491
4376475380000,14,14,102,38.42084836,-122.75509549
4340498634000,14,14,4,-0.0399,-0.09576,-0.02394
4340501228000,14,14,2,14.4265,11.9865,44.347
4376506050000,14,14,1,-3.15661,0.20597,9.26865
4340537574000,14,14,4,0.08512,-0.04256,-0.04522
4376536689000,14,14,1,-3.0799701,0.24429001,9.517731
4340566810000,14,14,4,0.04522,-0.0665,-0.04256
4340550056000,14,14,2,14.1215,12.4135,44.042
4376567360000,14,14,1,-3.1374502,0.37841,9.441091
4340596016000,14,14,4,-0.00798,-0.12768,-0.06916
4376598030000,14,14,1,-3.0991302,0.30177,9.34529
4340625221000,14,14,4,0.0266,-0.0931,-0.0931
4340598854000,14,14,2,14.579,11.3155,44.1945
4376628700000,14,14,1,-2.9841702,0.22513,9.55605
4340654426000,14,14,4,0.02926,-0.00532,-0.09044
4340647712000,14,14,2,15.616,11.9865,45.475502
4376659370000,14,14,1,-2.8308902,0.16765,9.36445
4340683632000,14,14,4,0.03724,-0.00266,-0.0665
4376690040000,14,14,1,-3.02249,0.22513,9.26865
4340712837000,14,14,4,-0.00266,-0.0798,-0.0798
4340696541000,14,14,2,15.0060005,12.4135,45.14
4376720710000,14,14,1,-2.88837,0.0,9.172851
4340751777000,14,14,4,0.07448,-0.09576,-0.06916
